type,label,value
genus,Struthanthus,7287856
genus,Strychnos,3169589
genus,Stylogyne,3169452
genus,Swartzia,2950920
genus,Symphonia,8233185
genus,Synechanthus,2736133
genus,Synedrella,2652808
genus,Syngonium,2867833
genus,Syzygium,3029010
genus,Tabebuia,7935410
genus,Tabernaemontana,3169624
genus,Tachigali,2945125
genus,Talisia,3189946
genus,Tanaecium,7298714
genus,Tassadia,7311668
genus,Tectaria,2651193
genus,Teramnus,2951908
genus,Terminalia,3189387
genus,Ternstroemia,3189600
genus,Tetracera,3234607
genus,Tetrapterys,3191303
genus,Tetrathylacium,7274104
genus,Teuscheria,2817691
genus,Thalia,2760991
genus,Thelypteris,5937466
genus,Theobroma,2984934
genus,Thevetia,5414404
genus,Thinouia,7264997
genus,Thismia,9418909
genus,Thunbergia,3173206
genus,Tibouchina,3188517
genus,Tilesia,3132362
genus,Tillandsia,8279994
genus,Tocoyena,2898227
genus,Tontelea,7550998
genus,Tournefortia,2925828
genus,Tovomita,7329865
genus,Tradescantia,2765096
genus,Trattinnickia,7286734
genus,Trema,2984500
genus,Trichanthera,3233813
genus,Trichilia,3190490
genus,Trichocentrum,2846368
genus,Trichomanes,2651238
genus,Trichopilia,2790529
genus,Trichospermum,3152055
genus,Trichostigma,3083999
genus,Tridax,3149429
genus,Trigonia,3231357
genus,Trigonidium,2807434
genus,Triphora,2803189
genus,Triplaris,6390747
genus,Triplophyllum,2651214
genus,Tripogandra,2765377
genus,Triumfetta,3152064
genus,Trophis,10808815
genus,Turnera,2874846
genus,Turpinia,3190468
genus,Tynanthus,3172598
genus,Typha,2702102
genus,Uleiorchis,2797247
genus,Uncaria,2906635
genus,Unonopsis,3157765
genus,Urera,2984329
genus,Urochloa,2705813
genus,Utricularia,3172398
genus,Vachellia,8142432
genus,Vailia,7585755
genus,Vanilla,2743233
genus,Vantanea,7158977
genus,Varronia,7131431
genus,Vasconcellea,7106306
genus,Vatairea,2965112
genus,Verbesina,3147795
genus,Vernonanthura,3110435
genus,Vigna,2982372
genus,Virola,3152843
genus,Vismia,3189574
genus,Vitex,2925556
genus,Vitis,7467468
genus,Vittaria,2650240
genus,Vochysia,8225540
genus,Voyria,7780728
genus,Vriesea,2699764
genus,Waltheria,3152104
genus,Warczewiczella,2797648
genus,Warszewiczia,2917365
genus,Werauhia,7289561
genus,Witheringia,5341755
genus,Xanthosoma,2872044
genus,Xestaea,7270332
genus,Xiphidium,2765813
genus,Xylobium,2850767
genus,Xylophragma,7298486
genus,Xylopia,3157015
genus,Xylosma,2874117
genus,Zanthoxylum,3190076
genus,Zingiber,2756693
genus,Zygia,2939650
family,Acanthaceae,2393
family,Achariaceae,3231308
family,Actinidiaceae,2385
family,Alismataceae,3720
family,Amaranthaceae,3064
family,Amaryllidaceae,7682
family,Anacardiaceae,2398
family,Annonaceae,9291
family,Apiaceae,6720
family,Apocynaceae,6701
family,Apodanthaceae,3745203
family,Araceae,6979
family,Araliaceae,8800
family,Araucariaceae,3924
family,Arecaceae,7681
family,Aristolochiaceae,3066
family,Asparagaceae,7683
family,Aspleniaceae,6625
family,Asteraceae,3065
family,Begoniaceae,6638
family,Bignoniaceae,6655
family,Bixaceae,6637
family,Boraginaceae,2498
family,Bromeliaceae,3740
family,Burmanniaceae,3733
family,Burseraceae,6659
family,Cactaceae,2519
family,Calophyllaceae,4907584
family,Campanulaceae,8801
family,Cannabaceae,2384
family,Capparaceae,3111
family,Caricaceae,6636
family,Caryophyllaceae,2518
family,Celastraceae,6715
family,Ceratophyllaceae,2425
family,Chrysobalanaceae,9111
family,Cleomaceae,3845332
family,Clusiaceae,6646
family,Combretaceae,2431
family,Commelinaceae,2763195
family,Connaraceae,6669
family,Convolvulaceae,2389
family,Costaceae,4492
family,Cucurbitaceae,6634
family,Cyatheaceae,6624
family,Cyclanthaceae,7703
family,Cyperaceae,7708
family,Dennstaedtiaceae,6623
family,Dilleniaceae,2511
family,Dioscoreaceae,7694
family,Ebenaceae,6709
family,Elaeocarpaceae,2435
family,Erythroxylaceae,6686
family,Euphorbiaceae,4691
family,Fabaceae,5386
family,Gentianaceae,2503
family,Gesneriaceae,6654
family,Gleicheniaceae,6621
family,Gnetaceae,6755
family,Haemodoraceae,7691
family,Heliconiaceae,4677
family,Humiriaceae,3231239
family,Hydrangeaceae,6667
family,Hydrocharitaceae,3721
family,Hymenophyllaceae,2372
family,Hypericaceae,4900406
family,Iridaceae,7698
family,Lacistemataceae,7524
family,Lamiaceae,2497
family,Lauraceae,6688
family,Lecythidaceae,3990
family,Lentibulariaceae,2391
family,Linderniaceae,4160847
family,Loganiaceae,2502
family,Loranthaceae,6663
family,Lycopodiaceae,6725
family,Lythraceae,6684
family,Malpighiaceae,6676
family,Malvaceae,6685
family,Marantaceae,8784
family,Marattiaceae,6628
family,Marcgraviaceae,6643
family,Melastomataceae,6683
family,Meliaceae,2397
family,Menispermaceae,2411
family,Menyanthaceae,2386
family,Microteaceae,4930835
family,Moraceae,6640
family,Muntingiaceae,2230
family,Musaceae,4686
family,Myristicaceae,2439
family,Myrtaceae,5014
family,Nyctaginaceae,6718
family,Nymphaeaceae,2423
family,Ochnaceae,6642
family,Olacaceae,6662
family,Onagraceae,2430
family,Ophioglossaceae,6627
family,Orchidaceae,7689
family,Oxalidaceae,6697
family,Passifloraceae,2378
family,Pentaphylacaceae,4259202
family,Petiveriaceae,4923867
family,Phyllanthaceae,8807
family,Phytolaccaceae,2516
family,Picramniaceae,3694522
family,Piperaceae,6678
family,Plantaginaceae,2420
family,Poaceae,3073
family,Polygalaceae,2417
family,Polygonaceae,2416
family,Polypodiaceae,2368
family,Pontederiaceae,3731
family,Portulacaceae,6717
family,Primulaceae,6674
family,Proteaceae,2414
family,Pteridaceae,2367
family,Putranjivaceae,8808
family,Rhamnaceae,2407
family,Rhizophoraceae,6671
family,Rubiaceae,8798
family,Rutaceae,2396
family,Saccolomataceae,3873580
family,Salicaceae,6664
family,Salviniaceae,6629
family,Santalaceae,6661
family,Sapindaceae,6657
family,Sapotaceae,8802
family,Schizaeaceae,2366
family,Selaginellaceae,6724
family,Simaroubaceae,2395
family,Siparunaceae,4893899
family,Smilacaceae,7702
family,Solanaceae,7717
family,Staphyleaceae,6656
family,Trigoniaceae,3231355
family,Typhaceae,4246
family,Urticaceae,6639
family,Verbenaceae,6689
family,Violaceae,6631
family,Vitaceae,6672
family,Vochysiaceae,3231623
family,Zingiberaceae,4687
